index, coord.x, coord.y, age, household.index
2745, -0.188546, 0.111539, 62, 822
2746, -0.188546, 0.111539, 1, 822
2747, -0.18621, 0.11082, 2, 823
2748, -0.18621, 0.11082, 50, 823
2749, -0.18621, 0.11082, 66, 823
2750, -0.18621, 0.11082, 18, 823
2751, -0.18621, 0.11082, 74, 823
2752, -0.18621, 0.11082, 57, 823
2753, -0.18812, 0.111599, 48, 824
2754, -0.18812, 0.111599, 36, 824
2755, -0.18812, 0.111599, 78, 824
2756, -0.188542, 0.111519, 64, 825
2757, -0.188542, 0.111519, 54, 825
2758, -0.188542, 0.111519, 17, 825
2759, -0.188639, 0.111322, 65, 826
2760, -0.188639, 0.111322, 32, 826
2761, -0.188639, 0.111322, 31, 826
2762, -0.188639, 0.111322, 24, 826
2763, -0.188639, 0.111322, 35, 826
2764, -0.187177, 0.109262, 61, 827
2765, -0.187177, 0.109262, 53, 827
2766, -0.187177, 0.109262, 65, 827
2767, -0.185452, 0.110775, 76, 828
2768, -0.185452, 0.110775, 54, 828
2769, -0.185452, 0.110775, 29, 828
2770, -0.185452, 0.110775, 62, 828
2771, -0.185452, 0.110775, 57, 828
2772, -0.188538, 0.111229, 16, 829
2773, -0.188538, 0.111229, 64, 829
2774, -0.188538, 0.111229, 10, 829
2775, -0.187802, 0.108675, 15, 830
2776, -0.187802, 0.108675, 24, 830
2777, -0.18861, 0.111415, 56, 831
2778, -0.18861, 0.111415, 24, 831
2779, -0.18861, 0.111415, 25, 831
2780, -0.18861, 0.111415, 73, 831
2781, -0.18861, 0.111415, 58, 831
2782, -0.187718, 0.111862, 67, 832
2783, -0.187718, 0.111862, 40, 832
2784, -0.187718, 0.111862, 4, 832
2785, -0.187718, 0.111862, 17, 832
2786, -0.184718, 0.112521, 47, 833
2787, -0.184718, 0.112521, 79, 833
2788, -0.188122, 0.111645, 42, 834
2789, -0.188122, 0.111645, 35, 834
2790, -0.188122, 0.111645, 65, 834
2791, -0.188122, 0.111645, 18, 834
2792, -0.188122, 0.111645, 25, 834
2793, -0.188122, 0.111645, 15, 834
2794, -0.188122, 0.111645, 23, 834
2795, -0.188709, 0.111406, 19, 835
2796, -0.188709, 0.111406, 12, 835
2797, -0.187065, 0.110317, 13, 836
2798, -0.188631, 0.111457, 68, 837
2799, -0.188631, 0.111457, 49, 837
2800, -0.188631, 0.111457, 7, 837
2801, -0.188631, 0.111457, 44, 837
2802, -0.188631, 0.111457, 68, 837
2803, -0.188411, 0.111509, 10, 838
2804, -0.188411, 0.111509, 30, 838
2805, -0.188411, 0.111509, 15, 838
2806, -0.186715, 0.112104, 72, 839
2807, -0.186715, 0.112104, 42, 839
2808, -0.186715, 0.112104, 68, 839
2809, -0.186715, 0.112104, 75, 839
2810, -0.186715, 0.112104, 61, 839
2811, -0.186715, 0.112104, 28, 839
2812, -0.188539, 0.111304, 37, 840
2813, -0.188539, 0.111304, 48, 840
2814, -0.186318, 0.112027, 34, 841
2815, -0.186318, 0.112027, 2, 841
2816, -0.186318, 0.112027, 73, 841
2817, -0.188425, 0.111412, 22, 842
2818, -0.188425, 0.111412, 15, 842
2819, -0.188425, 0.111412, 41, 842
2820, -0.188425, 0.111412, 12, 842
2821, -0.188425, 0.111412, 73, 842
2822, -0.187721, 0.111899, 16, 843
2823, -0.187721, 0.111899, 17, 843
2824, -0.187721, 0.111899, 40, 843
2825, -0.18635, 0.112075, 59, 844
2826, -0.18635, 0.112075, 19, 844
2827, -0.18635, 0.112075, 73, 844
2828, -0.18635, 0.112075, 71, 844
2829, -0.188709, 0.109587, 11, 845
2830, -0.188709, 0.109587, 12, 845
2831, -0.188709, 0.109587, 70, 845
2832, -0.188709, 0.109587, 39, 845
2833, -0.188709, 0.109587, 26, 845
2834, -0.188709, 0.109587, 54, 845
2835, -0.188709, 0.109587, 45, 845
2836, -0.188709, 0.109587, 35, 845
2837, -0.188709, 0.109587, 45, 845
2838, -0.186783, 0.112412, 62, 846
2839, -0.186783, 0.112412, 64, 846
2840, -0.188379, 0.108593, 36, 847
2841, -0.188379, 0.108593, 44, 847
2842, -0.188379, 0.108593, 67, 847
2843, -0.188379, 0.108593, 41, 847
2844, -0.188379, 0.108593, 73, 847
2845, -0.188379, 0.108593, 63, 847
2846, -0.188379, 0.108593, 35, 847
2847, -0.18764, 0.111913, 37, 848
2848, -0.18764, 0.111913, 47, 848
2849, -0.18764, 0.111913, 75, 848
2850, -0.18764, 0.111913, 37, 848
2851, -0.18764, 0.111913, 62, 848
2852, -0.187645, 0.111923, 49, 849
2853, -0.187645, 0.111923, 45, 849
2854, -0.187645, 0.111923, 30, 849
2855, -0.187645, 0.111923, 55, 849
2856, -0.187645, 0.111923, 73, 849
2857, -0.187645, 0.111923, 79, 849
2858, -0.188781, 0.111186, 8, 850
2859, -0.188781, 0.111186, 31, 850
2860, -0.188781, 0.111186, 26, 850
2861, -0.188781, 0.111186, 33, 850
2862, -0.186167, 0.112236, 57, 851
2863, -0.186167, 0.112236, 18, 851
2864, -0.187775, 0.111954, 61, 852
2865, -0.187775, 0.111954, 21, 852
2866, -0.186314, 0.108353, 53, 853
2867, -0.186314, 0.108353, 63, 853
2868, -0.186314, 0.108353, 19, 853
2869, -0.186314, 0.108353, 65, 853
2870, -0.186314, 0.108353, 11, 853
2871, -0.186669, 0.112587, 14, 854
2872, -0.186669, 0.112587, 74, 854
2873, -0.186669, 0.112587, 12, 854
2874, -0.186669, 0.112587, 62, 854
2875, -0.186669, 0.112587, 29, 854
2876, -0.186669, 0.112587, 0, 854
2877, -0.186669, 0.112587, 63, 854
2878, -0.187766, 0.111935, 71, 855
2879, -0.187766, 0.111935, 74, 855
2880, -0.187766, 0.111935, 77, 855
2881, -0.187766, 0.111935, 77, 855
2882, -0.188512, 0.111457, 36, 856
2883, -0.188512, 0.111457, 26, 856
2884, -0.188512, 0.111457, 77, 856
2885, -0.185195, 0.110445, 68, 857
2886, -0.185195, 0.110445, 70, 857
2887, -0.186461, 0.112022, 26, 858
2888, -0.186461, 0.112022, 23, 858
2889, -0.186461, 0.112022, 19, 858
2890, -0.188639, 0.111292, 44, 859
2891, -0.188639, 0.111292, 38, 859
2892, -0.188639, 0.111292, 61, 859
2893, -0.188585, 0.111407, 18, 860
2894, -0.188585, 0.111407, 60, 860
2895, -0.188585, 0.111407, 21, 860
2896, -0.188585, 0.111407, 38, 860
2897, -0.188585, 0.111407, 18, 860
2898, -0.187357, 0.11112, 59, 861
2899, -0.187357, 0.11112, 18, 861
2900, -0.187357, 0.11112, 29, 861
2901, -0.187357, 0.11112, 12, 861
2902, -0.188351, 0.111446, 13, 862
2903, -0.188351, 0.111446, 66, 862
2904, -0.188351, 0.111446, 15, 862
2905, -0.187792, 0.111805, 62, 863
2906, -0.187792, 0.111805, 32, 863
2907, -0.187792, 0.111805, 18, 863
2908, -0.187792, 0.111805, 57, 863
2909, -0.187792, 0.111805, 44, 863
2910, -0.187792, 0.111805, 79, 863
2911, -0.188319, 0.110806, 26, 864
2912, -0.188738, 0.111276, 58, 865
2913, -0.188738, 0.111276, 38, 865
2914, -0.188738, 0.111276, 16, 865
2915, -0.18851, 0.111301, 36, 866
2916, -0.18851, 0.111301, 65, 866
2917, -0.18851, 0.111301, 18, 866
2918, -0.187558, 0.112027, 51, 867
2919, -0.187558, 0.112027, 58, 867
2920, -0.187558, 0.112027, 39, 867
2921, -0.187558, 0.112027, 0, 867
2922, -0.187935, 0.110727, 23, 868
2923, -0.187935, 0.110727, 5, 868
2924, -0.187935, 0.110727, 62, 868
2925, -0.188148, 0.111666, 32, 869
2926, -0.188148, 0.111666, 32, 869
2927, -0.188148, 0.111666, 41, 869
2928, -0.188148, 0.111666, 20, 869
2929, -0.188128, 0.11157, 27, 870
2930, -0.188128, 0.11157, 54, 870
2931, -0.188128, 0.11157, 44, 870
2932, -0.188128, 0.11157, 12, 870
2933, -0.188128, 0.11157, 67, 870
2934, -0.188128, 0.11157, 41, 870
2935, -0.18784, 0.111922, 31, 871
2936, -0.18784, 0.111922, 56, 871
2937, -0.18784, 0.111922, 1, 871
2938, -0.186804, 0.111683, 14, 872
2939, -0.186804, 0.111683, 35, 872
2940, -0.186804, 0.111683, 6, 872
2941, -0.187724, 0.111865, 36, 873
2942, -0.18854, 0.11129, 61, 874
2943, -0.18854, 0.11129, 63, 874
2944, -0.18854, 0.11129, 76, 874
2945, -0.187628, 0.11198, 31, 875
2946, -0.188441, 0.111497, 29, 876
2947, -0.188441, 0.111497, 19, 876
2948, -0.188441, 0.111497, 4, 876
2949, -0.18734, 0.110929, 51, 877
2950, -0.18734, 0.110929, 65, 877
2951, -0.18734, 0.110929, 66, 877
2952, -0.18734, 0.110929, 48, 877
2953, -0.18734, 0.110929, 42, 877
2954, -0.188502, 0.111396, 15, 878
2955, -0.188502, 0.111396, 5, 878
2956, -0.188502, 0.111396, 62, 878
2957, -0.187943, 0.111757, 72, 879
2958, -0.187173, 0.111589, 40, 880
2959, -0.188445, 0.11142, 21, 881
2960, -0.188445, 0.11142, 67, 881
2961, -0.188445, 0.11142, 43, 881
2962, -0.188445, 0.11142, 32, 881
2963, -0.187782, 0.111958, 65, 882
2964, -0.187649, 0.111989, 47, 883
2965, -0.187649, 0.111989, 7, 883
2966, -0.185579, 0.10888, 53, 884
2967, -0.185579, 0.10888, 12, 884
2968, -0.184976, 0.112776, 14, 885
2969, -0.184976, 0.112776, 31, 885
2970, -0.184976, 0.112776, 7, 885
2971, -0.184976, 0.112776, 49, 885
2972, -0.187715, 0.111918, 14, 886
2973, -0.187715, 0.111918, 47, 886
2974, -0.187715, 0.111918, 73, 886
2975, -0.188256, 0.111608, 15, 887
2976, -0.188256, 0.111608, 2, 887
2977, -0.188256, 0.111608, 78, 887
2978, -0.186547, 0.112498, 25, 888
2979, -0.186547, 0.112498, 21, 888
2980, -0.186547, 0.112498, 11, 888
2981, -0.186547, 0.112498, 20, 888
2982, -0.188307, 0.110853, 53, 889
2983, -0.188307, 0.110853, 70, 889
2984, -0.188307, 0.110853, 63, 889
2985, -0.188307, 0.110853, 57, 889
2986, -0.188307, 0.110853, 34, 889
2987, -0.188307, 0.110853, 5, 889
2988, -0.188307, 0.110853, 40, 889
2989, -0.188285, 0.111614, 5, 890
2990, -0.188285, 0.111614, 55, 890
2991, -0.188285, 0.111614, 56, 890
2992, -0.187252, 0.111883, 69, 891
2993, -0.187252, 0.111883, 49, 891
2994, -0.187252, 0.111883, 55, 891
2995, -0.187252, 0.111883, 74, 891
2996, -0.187714, 0.111976, 38, 892
2997, -0.187714, 0.111976, 32, 892
2998, -0.187714, 0.111976, 47, 892
2999, -0.187714, 0.111976, 5, 892
3000, -0.186774, 0.11154, 12, 893
3001, -0.186774, 0.11154, 40, 893
3002, -0.186774, 0.11154, 5, 893
3003, -0.186774, 0.11154, 56, 893
3004, -0.186774, 0.11154, 36, 893
3005, -0.186774, 0.11154, 47, 893
3006, -0.186003, 0.110642, 13, 894
3007, -0.186003, 0.110642, 50, 894
3008, -0.186003, 0.110642, 51, 894
3009, -0.186003, 0.110642, 58, 894
3010, -0.186003, 0.110642, 44, 894
3011, -0.187892, 0.111434, 55, 895
3012, -0.187892, 0.111434, 63, 895
3013, -0.185541, 0.108582, 54, 896
3014, -0.185541, 0.108582, 76, 896
3015, -0.187432, 0.110764, 49, 897
3016, -0.187432, 0.110764, 27, 897
3017, -0.186824, 0.111506, 46, 898
3018, -0.186824, 0.111506, 35, 898
3019, -0.188238, 0.111585, 46, 899
3020, -0.188238, 0.111585, 43, 899
3021, -0.188238, 0.111585, 34, 899
3022, -0.18829, 0.111689, 73, 900
3023, -0.18829, 0.111689, 7, 900
3024, -0.18829, 0.111689, 25, 900
3025, -0.18829, 0.111689, 61, 900
3026, -0.18829, 0.111689, 79, 900
3027, -0.187937, 0.111604, 19, 901
3028, -0.187937, 0.111604, 0, 901
3029, -0.186844, 0.111446, 7, 902
3030, -0.186844, 0.111446, 25, 902
3031, -0.186844, 0.111446, 0, 902
3032, -0.188322, 0.110975, 34, 903
3033, -0.188322, 0.110975, 50, 903
3034, -0.188342, 0.111583, 36, 904
3035, -0.188342, 0.111583, 41, 904
3036, -0.188342, 0.111583, 75, 904
3037, -0.188342, 0.111583, 3, 904
3038, -0.188342, 0.111583, 23, 904
3039, -0.188431, 0.111056, 73, 905
3040, -0.188431, 0.111056, 12, 905
3041, -0.188431, 0.111056, 42, 905
3042, -0.188431, 0.111056, 68, 905
3043, -0.188668, 0.111371, 42, 906
3044, -0.188668, 0.111371, 42, 906
3045, -0.186787, 0.112462, 78, 907
3046, -0.186787, 0.112462, 64, 907
3047, -0.186787, 0.112462, 60, 907
3048, -0.185848, 0.108989, 66, 908
3049, -0.185848, 0.108989, 2, 908
3050, -0.185848, 0.108989, 23, 908
3051, -0.184648, 0.108169, 25, 909
3052, -0.184648, 0.108169, 50, 909
3053, -0.188453, 0.110345, 35, 910
3054, -0.188453, 0.110345, 48, 910
3055, -0.188453, 0.110345, 18, 910
3056, -0.188685, 0.111355, 26, 911
3057, -0.188685, 0.111355, 61, 911
3058, -0.188481, 0.111614, 14, 912
3059, -0.188481, 0.111614, 73, 912
3060, -0.188481, 0.111614, 66, 912
3061, -0.188481, 0.111614, 56, 912
3062, -0.18845, 0.110916, 67, 913
3063, -0.18845, 0.110916, 53, 913
3064, -0.18845, 0.110916, 35, 913
3065, -0.18845, 0.110916, 72, 913
3066, -0.188077, 0.110594, 68, 914
3067, -0.188077, 0.110594, 50, 914
3068, -0.188767, 0.111377, 59, 915
3069, -0.188767, 0.111377, 40, 915
3070, -0.188767, 0.111377, 57, 915
3071, -0.188145, 0.110622, 11, 916
3072, -0.188145, 0.110622, 38, 916
3073, -0.188507, 0.111319, 65, 917
3074, -0.188507, 0.111319, 9, 917
3075, -0.188507, 0.111319, 10, 917
3076, -0.188507, 0.111319, 60, 917
3077, -0.187653, 0.11198, 37, 918
3078, -0.187653, 0.11198, 78, 918
3079, -0.18843, 0.11151, 24, 919
3080, -0.18843, 0.11151, 59, 919
3081, -0.188543, 0.111282, 62, 920
3082, -0.188543, 0.111282, 56, 920
3083, -0.188508, 0.111174, 77, 921
3084, -0.188508, 0.111174, 12, 921
3085, -0.188508, 0.111174, 74, 921
3086, -0.188508, 0.111174, 36, 921
3087, -0.188508, 0.111174, 63, 921
3088, -0.188508, 0.111174, 49, 921
3089, -0.188508, 0.111174, 15, 921
3090, -0.1861, 0.11083, 22, 922
3091, -0.1861, 0.11083, 13, 922
3092, -0.18667, 0.112646, 17, 923
3093, -0.18667, 0.112646, 3, 923
3094, -0.18667, 0.112646, 66, 923
3095, -0.186289, 0.112686, 66, 924
3096, -0.186289, 0.112686, 49, 924
3097, -0.187852, 0.111721, 78, 925
3098, -0.187852, 0.111721, 2, 925
3099, -0.187852, 0.111721, 69, 925
3100, -0.188375, 0.111623, 14, 926
3101, -0.186632, 0.112221, 12, 927
3102, -0.186632, 0.112221, 36, 927
3103, -0.186632, 0.112221, 43, 927
3104, -0.186632, 0.112221, 14, 927
3105, -0.187019, 0.111314, 39, 928
3106, -0.187019, 0.111314, 44, 928
3107, -0.187019, 0.111314, 16, 928
3108, -0.187019, 0.111314, 5, 928
3109, -0.187019, 0.111314, 16, 928
3110, -0.187717, 0.111859, 28, 929
3111, -0.187717, 0.111859, 41, 929
3112, -0.187717, 0.111859, 9, 929
3113, -0.1868, 0.112173, 34, 930
3114, -0.1868, 0.112173, 47, 930
3115, -0.1868, 0.112173, 6, 930
3116, -0.1868, 0.112173, 69, 930
3117, -0.1868, 0.112173, 18, 930
3118, -0.1868, 0.112173, 58, 930
3119, -0.184937, 0.108608, 18, 931
3120, -0.184937, 0.108608, 1, 931
3121, -0.186847, 0.111556, 66, 932
3122, -0.18576, 0.111519, 42, 933
3123, -0.18576, 0.111519, 72, 933
3124, -0.18576, 0.111519, 58, 933
3125, -0.18576, 0.111519, 71, 933
3126, -0.18576, 0.111519, 53, 933
3127, -0.188429, 0.111608, 59, 934
3128, -0.188429, 0.111608, 2, 934
3129, -0.188357, 0.11108, 64, 935
3130, -0.188357, 0.11108, 70, 935
3131, -0.188357, 0.11108, 27, 935
3132, -0.188357, 0.11108, 46, 935
3133, -0.188357, 0.11108, 58, 935
3134, -0.187727, 0.11186, 13, 936
3135, -0.187727, 0.11186, 37, 936
3136, -0.187727, 0.11186, 39, 936
3137, -0.188426, 0.111573, 2, 937
3138, -0.188611, 0.111508, 35, 938
3139, -0.188611, 0.111508, 55, 938
3140, -0.188611, 0.111508, 73, 938
3141, -0.188611, 0.111508, 40, 938
3142, -0.188278, 0.110738, 66, 939
3143, -0.188278, 0.110738, 28, 939
3144, -0.188278, 0.110738, 33, 939
3145, -0.188278, 0.110738, 67, 939
3146, -0.188278, 0.110738, 61, 939
3147, -0.188278, 0.110738, 60, 939
3148, -0.188094, 0.111666, 4, 940
3149, -0.186641, 0.112713, 7, 941
3150, -0.186641, 0.112713, 58, 941
3151, -0.186641, 0.112713, 61, 941
3152, -0.185886, 0.11216, 6, 942
3153, -0.186627, 0.112699, 13, 943
3154, -0.186627, 0.112699, 34, 943
3155, -0.186627, 0.112699, 7, 943
3156, -0.186627, 0.112699, 23, 943
3157, -0.188113, 0.111623, 1, 944
3158, -0.188113, 0.111623, 19, 944
3159, -0.188113, 0.111623, 29, 944
3160, -0.188594, 0.111366, 41, 945
3161, -0.188038, 0.111773, 50, 946
3162, -0.188038, 0.111773, 9, 946
3163, -0.188038, 0.111773, 45, 946
3164, -0.188318, 0.110683, 69, 947
3165, -0.188318, 0.110683, 11, 947
3166, -0.188318, 0.110683, 19, 947
3167, -0.188199, 0.111756, 5, 948
3168, -0.188469, 0.11149, 25, 949
3169, -0.188469, 0.11149, 6, 949
3170, -0.187588, 0.112008, 70, 950
3171, -0.187588, 0.112008, 70, 950
3172, -0.187588, 0.112008, 8, 950
3173, -0.187588, 0.112008, 77, 950
3174, -0.187588, 0.112008, 34, 950
3175, -0.18838, 0.111494, 10, 951
3176, -0.18838, 0.111494, 53, 951
3177, -0.18838, 0.111494, 3, 951
3178, -0.188512, 0.111277, 27, 952
3179, -0.188512, 0.111277, 30, 952
3180, -0.188512, 0.111277, 14, 952
3181, -0.188512, 0.111277, 1, 952
3182, -0.188512, 0.111277, 13, 952
3183, -0.188498, 0.11124, 41, 953
3184, -0.188498, 0.11124, 22, 953
3185, -0.188498, 0.11124, 48, 953
3186, -0.188428, 0.111622, 27, 954
3187, -0.188311, 0.111614, 15, 955
3188, -0.188311, 0.111614, 21, 955
3189, -0.188311, 0.111614, 25, 955
3190, -0.185919, 0.110816, 34, 956
3191, -0.185919, 0.110816, 37, 956
3192, -0.185919, 0.110816, 71, 956
3193, -0.188416, 0.111681, 2, 957
3194, -0.188416, 0.111681, 5, 957
3195, -0.188416, 0.111681, 15, 957
3196, -0.188416, 0.111681, 46, 957
3197, -0.188416, 0.111681, 46, 957
3198, -0.188265, 0.110641, 29, 958
3199, -0.188265, 0.110641, 48, 958
3200, -0.188265, 0.110641, 0, 958
3201, -0.188265, 0.110641, 74, 958
3202, -0.187816, 0.111604, 8, 959
3203, -0.187816, 0.111604, 49, 959
3204, -0.187816, 0.111604, 79, 959
3205, -0.187816, 0.111604, 0, 959
3206, -0.188372, 0.111411, 41, 960
3207, -0.188429, 0.108336, 29, 961
3208, -0.188429, 0.108336, 75, 961
3209, -0.187731, 0.111935, 58, 962
3210, -0.187731, 0.111935, 78, 962
3211, -0.187731, 0.111935, 62, 962
3212, -0.187731, 0.111935, 5, 962
3213, -0.188775, 0.111274, 76, 963
3214, -0.188775, 0.111274, 55, 963
3215, -0.188775, 0.111274, 52, 963
3216, -0.188775, 0.111274, 74, 963
3217, -0.188288, 0.111614, 46, 964
3218, -0.188288, 0.111614, 47, 964
3219, -0.188288, 0.111614, 62, 964
3220, -0.188021, 0.110738, 63, 965
3221, -0.188021, 0.110738, 0, 965
3222, -0.188021, 0.110738, 52, 965
3223, -0.185263, 0.109423, 37, 966
3224, -0.185263, 0.109423, 15, 966
3225, -0.185263, 0.109423, 15, 966
3226, -0.184927, 0.110889, 55, 967
3227, -0.184927, 0.110889, 62, 967
3228, -0.184927, 0.110889, 32, 967
3229, -0.187656, 0.111921, 61, 968
3230, -0.187656, 0.111921, 22, 968
3231, -0.187656, 0.111921, 77, 968
3232, -0.187656, 0.111921, 31, 968
3233, -0.187723, 0.1119, 6, 969
3234, -0.187723, 0.1119, 4, 969
3235, -0.187723, 0.1119, 69, 969
3236, -0.187723, 0.1119, 71, 969
3237, -0.187739, 0.111883, 1, 970
3238, -0.187739, 0.111883, 15, 970
3239, -0.187739, 0.111883, 31, 970
3240, -0.187739, 0.111883, 27, 970
3241, -0.188031, 0.111724, 50, 971
3242, -0.188031, 0.111724, 23, 971
3243, -0.188031, 0.111724, 49, 971
3244, -0.188494, 0.111607, 39, 972
3245, -0.188494, 0.111607, 69, 972
3246, -0.188494, 0.111607, 24, 972
3247, -0.188494, 0.111607, 63, 972
3248, -0.188471, 0.111446, 29, 973
3249, -0.188471, 0.111446, 36, 973
3250, -0.188471, 0.111446, 28, 973
3251, -0.187751, 0.111935, 47, 974
3252, -0.187751, 0.111935, 18, 974
3253, -0.187751, 0.111935, 24, 974
3254, -0.188324, 0.110747, 78, 975
3255, -0.188324, 0.110747, 56, 975
3256, -0.188324, 0.110747, 54, 975
3257, -0.188669, 0.111325, 70, 976
3258, -0.188669, 0.111325, 41, 976
3259, -0.188669, 0.111325, 40, 976
3260, -0.188669, 0.111325, 74, 976
3261, -0.188758, 0.111265, 65, 977
3262, -0.188758, 0.111265, 70, 977
3263, -0.188758, 0.111265, 60, 977
3264, -0.188011, 0.111696, 24, 978
3265, -0.188011, 0.111696, 68, 978
3266, -0.188695, 0.111387, 34, 979
3267, -0.188695, 0.111387, 77, 979
3268, -0.188695, 0.111387, 25, 979
3269, -0.188695, 0.111387, 4, 979
3270, -0.188695, 0.111387, 79, 979
3271, -0.187515, 0.111919, 76, 980
3272, -0.187515, 0.111919, 69, 980
3273, -0.187515, 0.111919, 63, 980
3274, -0.187515, 0.111919, 39, 980
3275, -0.187515, 0.111919, 11, 980
3276, -0.188232, 0.111575, 64, 981
3277, -0.188118, 0.111733, 24, 982
3278, -0.188118, 0.111733, 70, 982
3279, -0.188118, 0.111733, 77, 982
3280, -0.188118, 0.111733, 48, 982
3281, -0.18835, 0.111673, 39, 983
3282, -0.18835, 0.111673, 39, 983
3283, -0.188163, 0.111706, 15, 984
3284, -0.188163, 0.111706, 38, 984
3285, -0.188163, 0.111706, 57, 984
3286, -0.188163, 0.111706, 36, 984
3287, -0.188026, 0.111772, 11, 985
3288, -0.188026, 0.111772, 59, 985
3289, -0.185927, 0.110804, 50, 986
3290, -0.185927, 0.110804, 79, 986
3291, -0.185927, 0.110804, 70, 986
3292, -0.185927, 0.110804, 36, 986
3293, -0.185927, 0.110804, 40, 986
3294, -0.188347, 0.108793, 34, 987
3295, -0.188347, 0.108793, 4, 987
3296, -0.186712, 0.112006, 16, 988
3297, -0.186712, 0.112006, 52, 988
3298, -0.186712, 0.112006, 53, 988
3299, -0.186712, 0.112006, 20, 988
3300, -0.188148, 0.110527, 57, 989
3301, -0.188148, 0.110527, 5, 989
3302, -0.188148, 0.110527, 7, 989
3303, -0.188148, 0.110527, 36, 989
3304, -0.188261, 0.108724, 53, 990
3305, -0.188261, 0.108724, 64, 990
3306, -0.187905, 0.110969, 77, 991
3307, -0.187905, 0.110969, 55, 991
3308, -0.187905, 0.110969, 4, 991
3309, -0.187656, 0.111992, 45, 992
3310, -0.187656, 0.111992, 36, 992
3311, -0.187656, 0.111992, 8, 992
3312, -0.188555, 0.111528, 75, 993
3313, -0.188555, 0.111528, 47, 993
3314, -0.188406, 0.110862, 16, 994
3315, -0.188406, 0.110862, 60, 994
3316, -0.187907, 0.111682, 28, 995
3317, -0.187907, 0.111682, 41, 995
3318, -0.18862, 0.11143, 41, 996
3319, -0.18862, 0.11143, 39, 996
3320, -0.18862, 0.11143, 5, 996
3321, -0.18862, 0.11143, 58, 996
3322, -0.18862, 0.11143, 73, 996
3323, -0.18862, 0.11143, 17, 996
3324, -0.18862, 0.11143, 18, 996
3325, -0.18791, 0.110614, 61, 997
3326, -0.18791, 0.110614, 79, 997
3327, -0.18791, 0.110614, 79, 997
3328, -0.188453, 0.111308, 33, 998
3329, -0.187139, 0.112257, 0, 999
3330, -0.187139, 0.112257, 61, 999
3331, -0.185097, 0.108967, 10, 1000
3332, -0.185097, 0.108967, 64, 1000
3333, -0.185097, 0.108967, 34, 1000
3334, -0.185097, 0.108967, 47, 1000
3335, -0.188604, 0.111307, 4, 1001
3336, -0.188604, 0.111307, 0, 1001
3337, -0.188604, 0.111307, 45, 1001
3338, -0.188604, 0.111307, 59, 1001
3339, -0.186859, 0.112281, 72, 1002
3340, -0.186859, 0.112281, 30, 1002
3341, -0.187568, 0.111855, 55, 1003
3342, -0.187568, 0.111855, 63, 1003
3343, -0.188479, 0.111422, 41, 1004
3344, -0.188479, 0.111422, 28, 1004
3345, -0.188281, 0.11164, 73, 1005
3346, -0.188281, 0.11164, 50, 1005
3347, -0.188372, 0.111666, 1, 1006
3348, -0.188372, 0.111666, 10, 1006
3349, -0.188372, 0.111666, 40, 1006
3350, -0.185977, 0.110693, 44, 1007
3351, -0.18765, 0.111877, 49, 1008
3352, -0.188133, 0.111612, 45, 1009
3353, -0.188133, 0.111612, 40, 1009
3354, -0.188133, 0.111612, 76, 1009
3355, -0.188133, 0.111612, 56, 1009
3356, -0.188581, 0.111317, 45, 1010
3357, -0.188581, 0.111317, 70, 1010
3358, -0.188581, 0.111317, 42, 1010
3359, -0.188581, 0.111317, 52, 1010
3360, -0.188581, 0.111317, 76, 1010
3361, -0.187753, 0.111973, 0, 1011
3362, -0.187753, 0.111973, 34, 1011
3363, -0.188375, 0.111609, 47, 1012
3364, -0.188375, 0.111609, 32, 1012
3365, -0.188375, 0.111609, 71, 1012
3366, -0.188375, 0.111609, 53, 1012
3367, -0.188272, 0.110721, 35, 1013
3368, -0.188272, 0.110721, 13, 1013
3369, -0.188272, 0.110721, 24, 1013
3370, -0.188272, 0.110721, 19, 1013
3371, -0.188697, 0.111281, 79, 1014
3372, -0.188697, 0.111281, 19, 1014
3373, -0.188697, 0.111281, 31, 1014
3374, -0.188697, 0.111281, 18, 1014
3375, -0.188337, 0.111611, 32, 1015
3376, -0.188337, 0.111611, 54, 1015
3377, -0.187771, 0.111886, 35, 1016
3378, -0.187771, 0.111886, 58, 1016
3379, -0.187771, 0.111886, 76, 1016
3380, -0.186821, 0.112074, 48, 1017
3381, -0.186821, 0.112074, 66, 1017
3382, -0.186821, 0.112074, 52, 1017
3383, -0.188426, 0.110981, 44, 1018
3384, -0.188426, 0.110981, 36, 1018
3385, -0.188426, 0.110981, 42, 1018
3386, -0.188426, 0.110981, 21, 1018
3387, -0.188426, 0.110981, 59, 1018
3388, -0.188426, 0.110981, 20, 1018
3389, -0.186162, 0.108388, 36, 1019
3390, -0.186162, 0.108388, 78, 1019
3391, -0.186162, 0.108388, 61, 1019
3392, -0.187338, 0.110968, 52, 1020
3393, -0.187338, 0.110968, 55, 1020
3394, -0.188401, 0.111418, 72, 1021
3395, -0.188477, 0.111682, 60, 1022
3396, -0.188477, 0.111682, 18, 1022
3397, -0.188758, 0.111383, 48, 1023
3398, -0.188758, 0.111383, 12, 1023
3399, -0.188758, 0.111383, 17, 1023
3400, -0.188361, 0.111582, 78, 1024
3401, -0.188361, 0.111582, 79, 1024
3402, -0.187117, 0.109319, 30, 1025
3403, -0.187509, 0.111938, 41, 1026
3404, -0.187509, 0.111938, 73, 1026
3405, -0.187509, 0.111938, 15, 1026
3406, -0.187509, 0.111938, 5, 1026
